loan_id,customer_id,product_type,original_principal,outstanding_balance,interest_rate,monthly_payment,days_past_due,missed_payments_12m,credit_limit,utilisation_ratio
L000877,C000877,Personal Loan,24341.76,5595.97,0.1242,78.82,0,0,9647.7,0.58
L000878,C000878,Auto Finance,3180.95,672.35,0.1179,19.21,0,0,2000,0.4028
L000879,C000879,Credit Card,11491.59,7108.23,0.0573,192.11,0,0,9767.89,0.7277
L000880,C000880,Credit Card,34202.84,9195.54,0.1592,459.78,0,0,24132.25,0.381
L000881,C000881,Auto Finance,8223.18,1795.22,0.1483,44.88,0,0,3956.8,0.4537
L000882,C000882,Credit Card,44384.45,12116.41,0.1157,224.38,60,1,30442.36,0.398
L000883,C000883,Personal Loan,34812.79,25037.77,0.0634,894.21,0,0,84463.15,0.2964
L000884,C000884,Auto Finance,44557.4,23787.85,0.1548,849.57,60,1,475757.0,0.0409
L000885,C000885,Auto Finance,12825.64,2679.02,0.145,48.71,15,1,13875.02,0.1931
L000886,C000886,Personal Loan,29324.24,15646.22,0.1486,474.13,0,0,22923.77,0.6825
L000887,C000887,Auto Finance,13632.01,10418.78,0.061,336.09,15,1,16668.36,0.6251
L000888,C000888,Auto Finance,44462.39,8085.03,0.1466,139.4,0,0,10484.4,0.7711
L000889,C000889,Personal Loan,5335.47,2888.79,0.1292,93.19,0,0,18946.82,0.1525
L000890,C000890,Credit Card,23332.13,13379.5,0.1238,371.65,45,3,28128.55,0.4757
L000891,C000891,Credit Card,8688.83,6084.06,0.1788,101.4,0,0,14604.76,0.4166
L000892,C000892,Credit Card,8046.93,7575.42,0.1383,135.28,0,0,15163.12,0.4996
L000893,C000893,Auto Finance,42220.05,8212.01,0.1785,200.29,0,0,11699.04,0.7019
L000894,C000894,Auto Finance,39588.39,18940.74,0.0644,394.6,60,1,43906.92,0.4314
L000895,C000895,Auto Finance,16702.48,13221.23,0.1419,550.88,30,1,22854.73,0.5785
L000896,C000896,Auto Finance,30366.42,9554.39,0.0927,146.99,0,0,29543.34,0.3234
L000897,C000897,Credit Card,41365.79,26735.61,0.1452,581.21,60,1,31321.55,0.8536
L000898,C000898,Auto Finance,31341.16,20220.71,0.0715,577.73,0,0,64767.45,0.3122
L000899,C000899,Personal Loan,30024.53,9130.34,0.1567,415.02,0,0,11885.78,0.7682
L000900,C000900,Auto Finance,18974.13,11793.8,0.1214,166.11,0,0,22595.32,0.522
L000901,C000901,Personal Loan,7441.28,5616.08,0.0483,151.79,0,0,8000.55,0.702
L000902,C000902,Personal Loan,13284.57,4087.1,0.1734,62.88,0,0,9538.36,0.4285
L000903,C000903,Credit Card,20590.03,4028.34,0.1493,103.29,0,0,10718.05,0.3758
L000904,C000904,Auto Finance,21569.8,11867.63,0.1549,269.72,0,0,41992.44,0.2826
L000905,C000905,Credit Card,18124.38,10459.29,0.1441,249.03,0,0,21815.11,0.4795
L000906,C000906,Auto Finance,27531.94,23697.53,0.0636,789.92,30,1,33864.3,0.6998
L000907,C000907,Auto Finance,14766.23,10412.52,0.0745,548.03,0,0,12584.23,0.8274
L000908,C000908,Personal Loan,20884.9,11595.89,0.1155,246.72,0,0,39772.88,0.2916
L000909,C000909,Auto Finance,8754.17,6169.18,0.1638,128.52,15,1,13669.25,0.4513
L000910,C000910,Auto Finance,22729.92,16895.97,0.078,259.94,0,0,23595.66,0.7161
L000911,C000911,Personal Loan,37676.85,28002.82,0.0976,444.49,120,2,76475.31,0.3662
L000912,C000912,Credit Card,40118.66,16629.39,0.0556,875.23,0,0,21664.28,0.7676
L000913,C000913,Credit Card,16040.89,3379.06,0.1146,46.93,0,0,4484.41,0.7535
L000914,C000914,Personal Loan,18230.58,13802.61,0.0978,345.07,0,0,79128.4,0.1744
L000915,C000915,Personal Loan,10175.97,6282.3,0.1572,330.65,0,0,12903.94,0.4869
L000916,C000916,Auto Finance,44076.37,26438.85,0.1112,944.24,0,0,74964.99,0.3527
L000917,C000917,Auto Finance,9158.34,1825.0,0.0967,62.93,0,0,2254.72,0.8094
L000918,C000918,Auto Finance,27689.81,20575.62,0.0684,293.94,0,0,40415.49,0.5091
L000919,C000919,Credit Card,40040.86,6223.73,0.1006,111.14,0,0,8734.62,0.7125
L000920,C000920,Credit Card,34974.89,32918.8,0.1605,671.81,0,0,62231.11,0.529
L000921,C000921,Personal Loan,37321.55,8117.29,0.1499,197.98,0,0,9843.69,0.8246
L000922,C000922,Credit Card,35562.22,13368.83,0.1243,514.19,0,0,27769.58,0.4814
L000923,C000923,Personal Loan,38353.64,28572.95,0.0762,921.71,60,2,50603.6,0.5646
L000924,C000924,Personal Loan,33272.01,19572.07,0.1709,287.82,0,0,38495.96,0.5084
L000925,C000925,Credit Card,24760.28,19277.81,0.1221,741.45,30,1,284368.56,0.0678
L000926,C000926,Personal Loan,39153.34,36921.8,0.0901,559.42,45,1,98394.92,0.3752
L000927,C000927,Personal Loan,16459.75,13039.89,0.1644,283.48,0,0,23067.29,0.5653
L000928,C000928,Personal Loan,40582.4,17887.57,0.1727,266.98,0,0,32733.42,0.5465
L000929,C000929,Auto Finance,12878.05,2957.94,0.1256,48.49,0,0,7176.81,0.4122
L000930,C000930,Auto Finance,37649.23,13780.5,0.1387,320.48,45,1,24593.86,0.5603
L000931,C000931,Personal Loan,10815.63,7849.55,0.1599,156.99,0,0,52324.18,0.15
L000932,C000932,Auto Finance,32338.35,30441.19,0.1116,724.79,45,1,118863.11,0.2561
L000933,C000933,Credit Card,6171.7,2584.96,0.1641,123.09,15,1,4493.87,0.5752
L000934,C000934,Personal Loan,43885.02,19539.65,0.1372,368.67,0,0,107515.74,0.1817
L000935,C000935,Auto Finance,29008.45,18727.07,0.1162,283.74,0,0,41522.53,0.451
L000936,C000936,Auto Finance,12152.85,7994.84,0.0667,249.84,45,1,25390.48,0.3149
L000937,C000937,Personal Loan,24149.78,13605.0,0.0966,230.59,0,0,41758.25,0.3258
L000938,C000938,Credit Card,6330.91,5362.97,0.0485,184.93,0,0,7404.48,0.7243
L000939,C000939,Personal Loan,42227.26,8460.66,0.1528,176.26,0,0,9924.66,0.8525
L000940,C000940,Personal Loan,30718.46,10808.52,0.0855,386.02,0,0,70418.1,0.1535
L000941,C000941,Auto Finance,10011.14,4518.22,0.0744,225.91,0,0,5409.63,0.8352
L000942,C000942,Auto Finance,39075.29,24230.88,0.1175,384.62,0,0,57101.92,0.4243
L000943,C000943,Auto Finance,43101.82,24702.49,0.1345,352.89,0,1,87738.47,0.2815
L000944,C000944,Auto Finance,43762.5,9934.41,0.0888,152.84,90,2,12283.12,0.8088
L000945,C000945,Credit Card,18951.25,3683.77,0.0913,53.39,0,0,10971.02,0.3358
L000946,C000946,Auto Finance,44471.65,20625.57,0.1167,307.84,0,0,55051.75,0.3747
L000947,C000947,Personal Loan,20530.79,16433.23,0.1546,288.3,0,0,25421.89,0.6464
L000948,C000948,Auto Finance,13258.03,8563.3,0.1154,342.53,0,0,43923.87,0.195
L000949,C000949,Auto Finance,35961.55,23507.37,0.055,652.98,30,1,103471.61,0.2272
L000950,C000950,Personal Loan,10825.17,9100.2,0.1593,379.18,0,0,15046.24,0.6048
L000951,C000951,Personal Loan,14251.65,7246.67,0.137,105.02,90,2,30809.77,0.2352
L000952,C000952,Personal Loan,15455.27,13534.08,0.1741,436.58,0,0,32674.18,0.4142
L000953,C000953,Personal Loan,41476.87,7416.97,0.1031,180.9,300,5,35376.36,0.2097
L000954,C000954,Personal Loan,25805.79,14085.11,0.0513,469.5,45,1,27934.43,0.5042
L000955,C000955,Personal Loan,12319.92,2570.75,0.1608,57.13,0,0,6000.34,0.4284
L000956,C000956,Credit Card,14963.06,12599.51,0.1527,188.05,15,1,25698.08,0.4903
L000957,C000957,Personal Loan,21808.29,8024.79,0.1688,297.21,30,1,105243.56,0.0762
L000958,C000958,Personal Loan,15066.72,13058.23,0.0454,192.03,0,0,39024.77,0.3346
L000959,C000959,Auto Finance,42843.12,26239.95,0.1765,380.29,0,1,237831.88,0.1103
L000960,C000960,Personal Loan,22507.21,10688.1,0.1122,281.27,0,0,213762.0,0.03
L000961,C000961,Personal Loan,25199.34,8243.28,0.0725,132.96,0,0,32625.07,0.2527
L000962,C000962,Credit Card,9893.24,6566.34,0.0821,142.75,0,1,52533.89,0.125
L000963,C000963,Credit Card,32721.76,28159.06,0.1562,402.27,30,1,62301.48,0.452
L000964,C000964,Credit Card,25270.39,16328.15,0.1231,709.92,0,0,26302.57,0.6208
L000965,C000965,Credit Card,8264.2,1255.09,0.1483,35.86,0,0,2696.19,0.4655
L000966,C000966,Personal Loan,16677.26,4675.5,0.1105,103.9,0,0,6670.82,0.7009
L000967,C000967,Personal Loan,44866.08,23107.96,0.0546,330.11,0,0,39477.84,0.5853
L000968,C000968,Auto Finance,39525.43,12995.59,0.1425,282.51,0,0,15177.37,0.8562
L000969,C000969,Credit Card,32505.22,13329.4,0.1189,302.94,0,0,31966.1,0.417
L000970,C000970,Auto Finance,43172.01,16192.8,0.079,299.87,0,0,120848.46,0.134
L000971,C000971,Auto Finance,44752.37,28416.84,0.1249,617.76,0,0,57030.51,0.4983
L000972,C000972,Credit Card,20262.76,12235.01,0.0841,174.79,0,0,26814.33,0.4563
L000973,C000973,Auto Finance,44094.48,35415.95,0.1073,843.24,0,0,57926.17,0.6114
L000974,C000974,Credit Card,3916.89,2672.03,0.1645,54.53,0,0,32796.76,0.0815
L000975,C000975,Auto Finance,40846.91,26636.69,0.0704,451.47,0,0,74930.8,0.3555
L000976,C000976,Credit Card,16111.69,7600.11,0.1543,131.04,0,0,26051.54,0.2917
L000977,C000977,Auto Finance,29528.77,10086.06,0.1067,168.1,45,1,16721.25,0.6032
L000978,C000978,Auto Finance,16386.15,5901.85,0.1524,122.96,15,1,9490.98,0.6218
L000979,C000979,Personal Loan,24599.53,4541.11,0.0889,108.12,0,0,43914.71,0.1034
L000980,C000980,Auto Finance,27309.24,15619.96,0.0824,624.8,120,8,21429.59,0.7289
L000981,C000981,Personal Loan,14926.96,8106.12,0.0704,139.76,30,1,12174.52,0.6658
L000982,C000982,Personal Loan,26237.74,15550.12,0.0737,777.51,0,0,44362.24,0.3505
L000983,C000983,Personal Loan,5157.84,938.76,0.1644,37.55,0,0,3059.52,0.3068
L000984,C000984,Auto Finance,40307.55,31620.22,0.0609,771.22,0,0,66449.08,0.4759
L000985,C000985,Personal Loan,42564.78,7575.06,0.1768,135.27,0,0,40471.22,0.1872
L000986,C000986,Auto Finance,42134.29,14029.67,0.1015,389.71,0,0,27232.91,0.5152
L000987,C000987,Personal Loan,5718.35,3260.38,0.142,66.54,0,0,7031.03,0.4637
L000988,C000988,Personal Loan,14110.59,2426.89,0.1377,35.17,0,0,3973.47,0.6108
L000989,C000989,Personal Loan,18493.71,5836.99,0.1548,92.65,15,1,60276.87,0.0968
L000990,C000990,Auto Finance,19283.14,13638.89,0.1704,235.15,0,0,272777.8,0.0454
L000991,C000991,Credit Card,25118.95,23764.6,0.0765,819.47,0,0,107336.9,0.2214
L000992,C000992,Auto Finance,37877.99,29261.28,0.1653,1625.63,0,0,68012.48,0.4302
L000993,C000993,Auto Finance,19618.03,14120.67,0.1297,282.41,0,0,40084.83,0.3523
L000994,C000994,Auto Finance,5319.29,880.11,0.1324,16.0,15,1,2000,0.4484
L000995,C000995,Personal Loan,12514.25,2273.44,0.0858,87.44,0,0,26627.41,0.0854
L000996,C000996,Auto Finance,35272.14,28362.43,0.116,914.92,120,2,48529.36,0.5844
L000997,C000997,Credit Card,41198.26,22719.79,0.1753,405.71,0,0,234215.79,0.097
L000998,C000998,Credit Card,25235.09,12526.88,0.1779,195.73,0,0,24745.82,0.5062
L000999,C000999,Credit Card,23580.95,4647.47,0.1652,185.9,0,0,17878.36,0.2599
L001000,C001000,Credit Card,37637.31,24206.62,0.1177,484.13,0,0,86550.85,0.2797
